ngonngu,theloai,hinhanh,tensach,tacgia,nxb,namxb,hinhthuc,mota,giaban,giamgia,sodanhgia,sobinhchon,giagoc
Tiếng Việt,12 Cung Hoàng Đạo,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/b/_/b_a-t_p-2_2_2.jpg,[Bản Đặc Biệt] Huyến Thoại Pháp Sư 12 Chòm Sao - Tập 2 (Tái Bản 2020) - Tặng Kèm 6 Thẻ Bài Horoscope,Thor Aesir,NXB Thế Giới,2020,Bìa Mềm,"[Bản Đặc Biệt] Huyến Thoại Pháp Sư 12 Chòm Sao - Tập 2 (Tái Bản 2020) - Tặng Kèm 6 Thẻ Bài Horoscope
Sự trở lại của trọn bộ “Huyền thoại pháp sư 12 chòm sao” – Bộ sách Fantasy về cung hoàng đạo bán chạy nhất trong thập kỉ qua, từng “làm mưa làm gió” trên khắp các diễn đàn truyện.
Nếu tập 1 chủ yếu mở ra vấn đề, giới thiệu về các tộc người, thế giới pháp thuật và kể về cuộc phiêu lưu của từng nhân vật, thì tập 2 chính là khởi đầu của cốt truyện chính.
Thiên Yết lấn sâu vào con đường lầm lạc, gây ra nhiều biến cố. Cuộc hành trình của các vị thần và pháp sư nhằm bảo vệ trái đất, nhưng nỗ lực phi thường của Ma Kết…
“Nữ ác thần không ngừng tiến lên phía trước, trên đường đi của nàng ta, biết bao công trình kiến trúc bị tàn phá, sinh mạng bị diệt vong. Bất kể là đàn ông, đàn bà hay trẻ nhỏ đều bị chôn sống dưới đống đổ nát, những kẻ chạy thoát đều bị nàng ta phóng sét mà thiêu rụi.”
Bí ẩn, u tối, hào hùng, bi thương nhưng vẫn ẩn chứa nét ấm áp, tươi sáng của tình yêu, tình người, ước mơ, hy vọng của tuổi trẻ. Huyền thoại pháp sư 12 chòm sao từng là truyện dài kì được yêu thích nhất trên Forum Mật ngữ 12 chòm sao, đến giờ vẫn giữ được sự cuốn hút của mình.
Bản đặc biệt tập 2 sẽ được tặng kèm bộ 6 Thẻ bài Horoscope, gồm 6 nhân vật Thiên Bình, Thiên Yết, Nhân Mã, Ma Kết, Bảo Bình, Song Ngư. Thẻ bài Horoscope của Asbooks được thiết kế độc quyền bởi hoạ sĩ Tống Tất Tuệ; kích thước 7x12cm in màu 2 mặt trên giấy bồi cao cấp.",111.200 ,20,(0 đánh giá),0,50.000 đ
Tiếng Việt,Hài Hước - Truyện Cười,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_234845.jpg,Truyện Trạng Quỳnh (Tái Bản),Mạnh Linh,NXB Văn Học,2021,Bìa Mềm,"Trạng Quỳnh là nhân vật trung tâm trong một hệ thống truyện trạng đặc sắc cả về nội dung lẫn hình thức của kho tàng truyện trạng Việt Nam. Trong dân gian, Trạng Quỳnh được xây dựng như một người thông minh, tài hoa, mưu lược và dũng cảm. Đương nhiên có sự khác biệt về khoảng cách giữa con người thật Nguyễn Quỳnh và nhân vật Trạng Quỳnh trong hệ thống truyện dân gian.

Ra đời trong một giai đoạn lịch sử xã hội nhiều biến động, Trạng Quỳnh là nhân vật đại diện cho khát vọng tư tưởng của nhân dân. Những thói hư tật xấu của vương triều, của thế tục được mang ra chế giễu, cười cợt. Quan lại dưới con mắt Trạng Quỳnh, sau tiếng cười hả hê ở cuối truyện, hiện ra là những kẻ mất nhân cách, dốt nát, vào luồn ra cúi. Đó là các viên quan thị, vua Lê, chúa Trịnh. Tiếng cười của truyện Trạng Quỳnh hướng về chúa Trịnh nhiều hơn cả. Chúa Trịnh hiện ra trong hệ thống truyện Trạng Quỳnh như một kẻ xảo quyệt, gian tham, tàn ác. Với bọn phong kiến phương Bắc, Trạng Quỳnh cũng không hề buông tha, mà đả kích mạnh mẽ vào thói kiêu ngạo, ngang ngược, hợm hĩnh của chúng.

Hệ thống truyện Trạng Quỳnh là một bức tranh chân thực về xã hội Việt Nam đang trên đà mục nát và suy vong. Trạng Quỳnh đã thay mặt nhân dân lao động làm một cuộc “khởi nghĩa” bằng tiếng cười để từ giã chế độ phong kiến suy tàn một cách hài hước nhất.",22.960 ,18,(0 đánh giá),0,38.000 đ
Tiếng Việt,Tác giả - Tác Phẩm,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_184534.jpg,Văn Học Trong Nhà Trường: Hà Nội Băm Sáu Phố Phường (Tái Bản 2019),Thạch Lam,NXB Kim Đồng,2019,Bìa Mềm,"Tập ký “Hà Nội băm sáu phố phường” cho ta thấy biết bao chăm chút, trân trọng của Thạch Lam, trước cái đẹp được ẩn giấu và lưu giữ ở những sinh hoạt và sản phẩm bình thường của Hà Nội “nghìn năm văn vật”.

Giáo sư PHONG LÊ

Chúng tôi đều biết cái khiếu thưởng thức món ăn của Thạch Lam rất tế nhị, và chúng tôi thường nói đùa rằng: “Thạch Lam ăn có nguyên tắc, uống có lập trường, và phê bình vấn đề ăn uống với một quan niệm siêu đẳng…” Tôi không bao giờ quên cái dáng điệu ngồi rất đẹp của anh, khi anh nâng chén: cái đầu nghiêng nghiêng, cặp mắt lim dim, anh rung đùi nhắc lại một câu mà anh đã viết trong Hà Nội băm sáu phố phường: “Hãy bảo cho tôi biết bạn ăn uống ra sao, tôi sẽ nói cho bạn biết bạn là người thế nào.”

Nhà thơ ĐINH HÙNG

Mời các bạn tìm đọc

•TRUYỆN KIỀU

•TRUYỆN NGẮN NAM CAO

•GIÓ LẠNH ĐẦU MÙA

•SỐ ĐỎ

•HÀ NỘI BĂM SÁU PHỐ PHƯỜNG

•THI NHÂN VIỆT NAM

•THƠ HỒ XUÂN HƯƠNG

•THƠ VĂN NGUYỄN ĐÌNH CHIỂU

•THƠ NGUYỄN BÍNH

•THƠ XUÂN QUỲNH

•…",22.500 ,10,(1 đánh giá),0,25.000 đ
Tiếng Việt,"Thơ ca, tục ngữ, ca dao, thành ngữ",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/n/x/nxbtre_full_18182018_091832.jpg,Di Cảo Lưu Quang Vũ,Lưu Khánh Thơ biên soạn,NXB Trẻ,2018,Bìa Mềm,"Di Cảo Lưu Quang Vũ
Những trang nhật ký mơ mộng, lãng mạn đến những bài thơ xé rách đầy dằn vặt, đau xót tuyển từ di cảo của nhà thơ - nhà viết kịch Lưu Quang Vũ do PGS.TS Lưu Khánh Thơ biên soạn và tuyển chọn.",192.000 ,20,(4 đánh giá),0,240.000 đ
Tiếng Việt,Sách Ảnh,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/6/e/6ea522c5f5890ed75798.jpg,Sách Ảnh - Không Ảnh Đảo Và Bờ Biển Việt Nam,NXB Thông Tấn,NXB Thông Tấn,2019,Bìa Mềm,"Sách Ảnh - Không Ảnh Đảo Và Bờ Biển Việt Nam
Giản Thanh Sơn là nhà báo, nghệ sĩ nhiếp ảnh hiếm hoi ở Việt Nam có cơ hội được bay nhiều trên các chuyến bay đặc biệt để thu vào ống kính của mình những hòn đảo ngoài khơi xa Tổ quốc. Bộ sách ảnh “Không ảnh đảo và bờ biển Việt Nam” là tập hợp những bức ảnh được chụp trong hàng chục năm qua từ những lần bay như thế của Giản Thanh Sơn. Với 445 hình ảnh được chọn lọc “Không ảnh đảo và bờ biển Việt Nam” đã bao quát gần như trọn vẹn những hùng vĩ, những sắc màu và cả những trạng thái ánh sáng đi qua một miền xanh thẳm của cây xanh và trùng dương. Thông qua sách ảnh, tác giả muốn gửi một thông điệp đến bạn bè thế giới về chủ quyền biển đảo Việt Nam, về tiềm năng kinh tế, du lịch và về môi trường thiên nhiên của Việt Nam. Cuốn sách được ví như một cuốn dư địa chí về đảo và bờ biển Việt Nam bằng hình với các chú thích, chỉ dẫn chi tiết. Trân trọng giới thiệu cuốn sách cùng bạn đọc.",392.000 ,20,(0 đánh giá),0,139.000 đ
Tiếng Việt,"Thơ ca, tục ngữ, ca dao, thành ngữ",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_229223.jpg,Truyện Kiều,"Nguyễn Du, Đào Duy Anh",NXB Văn Học,2015,Bìa Mềm,"Nhân dịp kỷ niệm 250 ngày sinh đại thi hào Nguyễn Du, Huy Hoàng book giới thiệu đến độc giả tác phẩm nổi tiếng nhất của ” người đặt nền móng” cho văn học nước nhà: Truyện Kiều             

Tác phẩm Truyện Kiều, nguyên tên là Đoạn trường tân thanh, từ khi ra đời đến nay (khoảng 200 năm), trong lịch sử Văn học Việt Nam chưa có công trình nào nghiên cứu sâu sắc về nó. Một trong nguyên nhân chính là vì bản gốc của Nguyễn Du sáng tác không còn nữa. Tuy nhiên, không phải vì vậy mà Truyện Kiều bị mai một. Truyện Kiều vẫn trường tồn với thời gian, những lời thơ, câu chữ đến nay vẫn còn nguyên giá trị:

“Trăm năm trong cõi người ta,

Chữ tài chữ mệnh khéo là ghét nhau.

Trải qua một cuộc bể dâu,

Những điều trông thấy mà đau đớn lòng.

Lạ gì bỉ sắc tư phong,

Trời xanh quen thói má hồng đánh ghen”.

– Trích Truyện Kiều-",27.300 ,22,(8 đánh giá),0,99.000 đ
Tiếng Việt,Light Novel,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/z/2/z2780998224444_69378a7e18e5ff010da705fecf69f48b_1.jpg,Sword Art Online Progressive 006 - Tặng Kèm Postcard PVC,REKI KAWAHARA,NXB Hà Nội,2021,Bìa Mềm,"Sword Art Online Progressive 006
Kirito thức dậy trong một thành phố bị ếm bùa giải đố, và rơi ngay vào một câu đố không phải bị ếm bùa. Đó là, làm sao để rút về cánh tay phải Asuna đang gối lên, làm sao nhấc bàn tay trái cậu đang đặt trên hông cô… và nói chung, làm sao để chuồn êm khỏi giường mà khiến cô không hề hay biết là một lúc nào đó trong đêm cậu đã vượt qua ranh giới vật lý giữa họ?
Tất nhiên là Kirito không giải được, và phải chịu phạt.
Mới đầu hôm sớm mai đã không hề bình yên, y như điềm báo cho một ngày quay cuồng bận rộn. Chỉ trong hai mươi tư tiếng, Kirito đã cuốc bộ một chặng đường dài dằng dặc qua vô vàn địa hình phong phú, ăn hụt một miếng bít tết đã tới miệng, bị bắt học thêm một skill xem chừng vô dụng, trái tim luôn hướng thiện bỗng dính quả lừa của một số người mới quen…
Bên cạnh trận công phá tầng 6, tập 6 tiếp tục tràn ngập không khí “thế giới của hai người”, khi mà thông qua tác chiến và cách nhìn nhận về nhân sinh, Kirito và Asuna mỗi lúc một ân cần và tâm đầu ý hợp.",112.000 ,20,(0 đánh giá),0,105.000 đ
Tiếng Việt,Tác giả - Tác Phẩm,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786046991984.jpg,"Vũ Trọng Phụng - Truyện Ngắn, Tạp Văn, Tiểu Luận",Vũ Trọng Phụng,NXB Văn Học,2016,Bìa Mềm,"Vũ Trọng Phụng - Truyện Ngắn, Tạp Văn, Tiểu Luận
Nhà văn Vũ Trọng Phụng (1912-1939) tuy cầm bút trong thời gian ngắn ngủi nhưng ông để lại nhiều tác phẩm nổi tiếng như GIÔNG TỐ, SỐ ĐỎ, CẠM BẪY NGƯỜI, KỸ NGHỆ LẤY TÂY... Ông còn viết hơn truyện ngắn như Chống nạng lên đường, Bộ răng vàng, Người có quyền, Một đồng bạc..., cùng một số bài viết phê bình, tranh luận văn học và hàng trăm bài báo viết về các vấn đề chính trị, xã hội, văn hóa.",52.700 ,15,(4 đánh giá),0,50.000 đ
Tiếng Việt,Tiểu thuyết,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_36366.jpg,Chiến Binh Cầu Vồng (Tái Bản 2020),Andrea Hirata,NXB Hội Nhà Văn,2020,Bìa Mềm,"Một tác phẩm có tầm ảnh hưởng sâu rộng nhất Indonesia

“Thầy Harfan và cô Mus nghèo khổ đã mang đến cho tôi tuổi thơ đẹp nhất, tình bạn đẹp nhất, và tâm hồn phong phú, một thứ gì đó vô giá, thậm chí còn có giá trị hơn những khao khát mơ ước. Có thể tôi lầm, nhưng theo ý tôi, đây thật sự là hơi thở của giáo dục và linh hồn của một chốn được gọi là trường học.” - (Trích tác phẩm)

***

Trong ngày khai giảng, nhờ sự xuất hiện vào phút chót của cậu bé thiểu năng trí tuệ Harun, trường Muhammadiyah may mắn thoát khỏi nguy cơ đóng cửa. Nhưng ước mơ dạy và học trong ngôi trường Hồi giáo ấy liệu sẽ đi về đâu, khi ngôi trường xập xệ dường như sẵn sàng sụp xuống bất cứ lúc nào, khi lời đe dọa đóng cửa từ viên thanh tra giáo dục luôn lơ lửng trên đầu, khi những cỗ máy xúc hung dữ đang chực chờ xới tung ngôi trường để dò mạch thiếc…? Và liệu niềm đam mê học tập của những Chiến binh Cầu vồng đó có đủ sức chinh phục quãng đường ngày ngày đạp xe bốn mươi cây số, rồi đầm cá sấu lúc nhúc bọn ăn thịt người, chưa kể sự mê hoặc từ những chuyến phiêu lưu chết người theo tiếng gọi của ngài pháp sư bí ẩn trên đảo Hải Tặc, cùng sức cám dỗ khôn cưỡng từ những đồng tiền còm kiếm được nhờ công việc cu li toàn thời gian ...?

Chiến binh Cầu vồng có cả tình yêu trong sáng tuổi học trò lẫn những trò đùa tinh quái, cả nước mắt lẫn tiếng cười – một bức tranh chân thực về hố sâu ngăn cách giàu nghèo, một tác phẩm văn học cảm động truyền tải sâu sắc nhất ý nghĩa đích thực của việc làm thầy, việc làm trò và việc học.

Tác phẩm đã bán được trên năm triệu bản, được dịch ra 26 thứ tiếng, là một trong những đại diện xuất sắc nhất của  văn học Indonesia hiện đại.",92.650 ,15,(40 đánh giá),30825,109.000 đ
Tiếng Việt,Tác Phẩm Kinh Điển,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_172955.jpg,Đại Gia Gatsby (Tái Bản 2018),Francis Scott Key Fitzgerald,NXB Hội Nhà Văn,2018,Bìa Mềm,"Đại Gia Gatsby

""Gatsby đã tin vào đốm sáng xanh ấy, vào cái tương lai mê đắm đến cực điểm đang rời xa trước mắt chúng ta năm này qua năm khác. Ừ thì nó đã tuột khỏi tay chúng ta, nhưng có làm sao đâu – ngày mai chúng ta sẽ lại chạy nhanh hơn, vươn tay ra xa hơn…”

Là bức chân dung của “Thời đại Jazz” (Jazz Age, cái tên do chính Fitzgerald đặt cho thời kỳ 1918 - 1929), đại gia Gatsby nắm bắt vô cùng sâu sắc tinh thần của thế hệ cùng thời ông: những ám ảnh thường trực về thành đạt, tiền bạc, sang trọng, dư dật, hào nhoáng; song đồng thời là nỗi âu lo trước thói sùng bái vật chất vô độ và sự thiếu vắng đạo đức đang ngày một lên ngôi. Phất lên nhanh chóng từ chỗ “hàn vi”, Gatsby, nhân vật chính của câu chuyện, những tưởng sẽ có tất cả - tiền bạc, quyền lực, và sau rốt là tình yêu -, nhưng rồi ảo tưởng tình yêu đó tan vỡ thật đau đớn, theo sau là cái chết tức tưởi của Gatsby, để cuối cùng lập tức bị người đời quên lãng. Là lời cảnh tỉnh để đời của Scott Fitzgerald về cái gọi là “Giấc mơ Mỹ”, Đại gia Gatsby được ví như một tượng đài văn học, một cánh cửa cần mở ra cho những ai quan tâm tới văn học và lịch sử tinh thần nước Mỹ thời hiện đai.

Đại gia Gatsby (The Great Gatsby) từ lâu đã được đưa vào giảng dạy trong trường phổ thông và đại học ở nhiều nước trên thế giới. Cuốn tiểu thuyết “khác thường, tuyệt đẹp, cấu trúc phức tạp song trên hết là giản dị” (như lời chính nhà văn) đứng thứ hai trong danh sách 100 tiểu thuyết hay nhất thế kỷ 20 của Modern Library, và nằm trong danh sách 100 tiểu thuyết hay nhất bằng tiếng Anh từ 1923 đến 2005 do tạp chí Time bình chọn.",54.400 ,20,(27 đánh giá),0,130.000 đ
Tiếng Việt,Truyện ngắn - Tản Văn,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_227604.jpg,Những Đêm Không Ngủ Những Ngày Chậm Trôi,A Crazy Mind,NXB Văn Học,2021,Bìa Mềm,"“Những đêm không ngủ, những ngày chậm trôi” đại diện cho một hành tinh mới - nơi nỗi đau tinh thần được đưa ra ánh sáng và chữa lành.

Cuốn sách là tập hợp những câu chuyện có thật của những số phận khác nhau đang gặp phải các vấn đề về tâm lý: trầm cảm, rối loạn lo âu, rối loạn lưỡng cực… và những người đang học tập và làm việc trong ngành tâm lý học. 

“Nếu thế giới này còn thứ gì giữ bạn lại, là tình yêu thương hay sự quan tâm trong phút giây nào đó, mong bạn đừng gạt nó đi, bạn đừng bỏ qua sự cố gắng của bản thân dù nhỏ bé nhất!”- Khải Trạch. Hóa ra tận cùng nỗi đau và tận cùng sự chống chọi là một lòng tha thiết sống, lòng tha thiết bám rễ ở cuộc đời này như thế.

“Những đêm không ngủ, những ngày chậm trôi”  là một khoảng lặng giữa những nốt nhạc vội vã chạy nhảy giữa cuộc sống hiện đại, để những con người dù mang trong mình những tổn thương tâm lý hay không đều cùng ngồi lại bên nhau, soi tỏ tâm hồn nhau bằng ánh sáng của sự thấu cảm, trao gửi cho nhau thương yêu và kết nối để chữa lành.

Thông qua cuốn sách, A Crazy Mind mong muốn đưa một góc nhìn mới đến độc giả về thế giới của những con người đang phải đấu tranh với những nỗi đau tinh thần cũng như những câu chuyện thực tế ít được đề cập của những người đang học tập và làm việc trong ngành tâm lý học.

Đây không phải cuốn sách đọc để giải trí, mà là một bức tranh “cảm xúc” được ghép từ những câu chuyện đủ đầy các mảng sáng tối lẩn khuất thẳm sâu trong tâm hồn. Hy vọng đây là một món ăn tinh thần làm đầy thêm sự phong phú trong tâm hồn bạn.",70.520 ,18,(0 đánh giá),0,149.000 đ
Tiếng Việt,Tác Phẩm Kinh Điển,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8936071675552.jpg,Không Gia Đình (Bìa Cứng),Hector Malot,NXB Văn Học,2018,Bìa Cứng,"Không Gia Đình (Bìa Cứng)
Không gia đình là tiểu thuyết nổi tiếng nhất trong sự nghiệp văn chương của Hector Malot. Hơn một trăm năm nay, tác phẩm giành giải thưởng của Viện Hàn Lâm Văn học Pháp này đã trở thành người bạn thân thiết của thiếu nhi và tất cả những người yêu mến trẻ khắp thế giới.
Không gia đình kể về chuyện đời Rémi, một cậu bé không cha mẹ, họ hàng thân thích. Sau khi phải rời khỏi vòng tay của người má nuôi, em đã đi theo đoàn xiếc thú của cụ già Vitalis tốt bụng. Kể từ đó, em lưu lạc khắp nơi, ban đầu dưới sự che chở của cụ Vitalis, sau đó thì tự lập và còn lo cả công việc biểu diễn và sinh sống cho cả một gánh hát rong. Đã có lúc em và cả đoàn lang thang cả mấy ngày đói khát rồi còn suýt chết rét. Có bận em bị lụt ngầm chôn trong giếng mỏ hàng tuần. Rồi có lần em còn mắc oan  bị giải ra tòa và phải ở tù. Nhưng cũng có khi em được nuôi nấng đàng hoàng, no ấm. Song dù trong hoàn cảnh nào, Rémi vẫn giữ được sự gan dạ, ngay thẳng, lòng tự trọng, tính thương người, ham lao động chứ không hạ mình hay gian dối. Cuối cùng, sau bao gian nan khổ cực, em đã đoàn tụ được với gia đình của mình.",164.000 ,18,(27 đánh giá),30647,130.000 đ
Tiếng Việt,Tác giả - Tác Phẩm,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_67405.jpg,Tố Hữu - Tác Phẩm Và Lời Bình (Đinh Tị),Bìa Mềm,NXB Văn Học,15-Nov,Bìa Mềm,"Tố Hữu - Tác Phẩm Và Lời Bình
Ai đó nói rằng những bài thơ hay luôn có cách để tìm được nơi lưu trú trong trái tim con người. Kinh thi vẫn được khôi phục lại bằng trí nhớ của nhân dân cho dù Tần Thủy Hoàng bao lần tìm cách thiêu chúng trong lửa. Truyện Kiều vẫn được nhân dân thuộc lòng và có thể đọc ngược từ câu cuối đến câu đầu. Ca dao dân ca vẫn nằm lòng từ ngàn đời trong trí nhớ của cả những người không biết chữ... Trong chừng mực nào đó, nếu trong muôn một, văn bản thơ Tố Hữu bị biến mất, có thể những người cùng thời với ông sẽ tìm cách khôi phục lại từ trí nhớ của họ một cách không đến nỗi khó khăn lắm( ...) Cũng như thơ của bất cứ nhà thơ nào khác, thơ Tố Hữu cũng đang chịu sự sàng lọc nghiệt ngã của thời gian. Thời gian sẽ vượt qua những gì không phù hợp và biết cách giữ lại những gì đã làm xúc động sâu sắc trái tim mỗi con người.
(Lê Thành Nghị)",63.960 ,18,(4 đánh giá),0,38.000 đ
Tiếng Việt,"Thơ ca, tục ngữ, ca dao, thành ngữ",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8936067599060.jpg,Truyện Kiều (2018),Nguyễn Du,NXB Văn Học,2018,Bìa Mềm,"Nguyễn Du (1766 - 1820) là một nhà thơ, nhà văn hóa lớn, được người Việt kính trọng tôn xưng là ""Đại thi hào dân tộc"". Ông là nhà thơ có học vấn uyên bác, đặc biệt có tài làm thơ bằng chữ Nôm, mà đỉnh cao là Truyện Kiều. Trong thơ Nguyễn Du luôn luôn vang lên âm thanh, bừng lên màu sắc của sự sống, hằn lên những đường nét sắc cạnh của bức tranh hiện thực đa dạng. Và giữa những âm thanh, màu sắc, đường nét vô cùng phong phú đó, Nguyễn Du hiện ra: vừa dạt dào yêu thương, vừa bừng bừng căm giận. Đây là chỗ đặc sắc và cũng là chỗ tích cực nhất trong nghệ thuật của Nguyễn Du. Từ thơ chữ Hán đến Truyện Kiều, nó tạo nên các sức sống kỳ lạ ở hầu hết các tác phẩm của ông.
""Trăm năm trong cõi người ta
Chữ tài chữ mệnh khéo là ghét nhau...""",52.000 ,20,(9 đánh giá),0,50.000 đ
